201919231	5866	25
201919232	5943	19
201919233	5920	14
201919234	5879	33
201919235	5871	6
201919236	5869	17
201919237	5859	33
201919238	5863	12
201919239	5908	3
201919240	5900	35
201919241	5919	14
201919242	5863	27
201919243	5914	45
201919244	5882	1
201919245	5897	9
201919246	5859	43
201919247	5893	5
201919248	5909	2
201919249	5894	6
201919250	5940	38
201619243	5851	22
201819234	5850	8
201819243	5934	35
201719205	5892	3
201619202	5903	9
201719229	5853	27
201719244	5844	45
201819222	5890	15
201719245	5854	31
201619236	5934	21
201819226	5924	39
201719248	5884	43
201619237	5860	12
201819220	5917	8
201819211	5885	16
201619237	5930	40
201619210	5915	20
201819234	5914	31
201619201	5911	28
201719231	5925	32
201719231	5845	11
201719240	5892	33
201619235	5864	35
201719209	5935	34
201819216	5898	39
201819224	5877	8
201719248	5869	11
201819224	5935	35
201819224	5942	4
201619219	5864	11
201619203	5934	29
201619224	5894	1
201619240	5910	44
201619227	5893	29
201619225	5900	2
201819205	5909	26
201619244	5886	34
201719206	5863	25
201819240	5885	6
201719209	5911	15
201719212	5858	33
201619228	5859	17
201619205	5917	35
201619234	5848	27
201819228	5935	18
201619212	5892	36
201719229	5929	44
201719218	5868	28
201719221	5884	1
201619204	5854	30
201719240	5904	14
201719216	5896	38
201619226	5859	1
201819213	5928	16
201719226	5889	9
201619223	5875	22
201719238	5846	30
201719240	5885	31
201719237	5867	24
201619245	5851	11
201619210	5886	36
201619237	5865	13
201719212	5856	31
201819236	5918	45
201819225	5856	39
201719205	5934	26
201719239	5930	15
201619208	5936	3
201619242	5891	9
201819207	5856	43
201719205	5925	4
201619233	5858	24
201819215	5901	14
201819211	5851	15
201619228	5917	42
201819214	5850	45
201819236	5892	22
201619207	5858	12
201619204	5931	13
201819246	5866	11
201619224	5915	35
201719245	5935	32
201619205	5918	23
201819241	5937	41
201619207	5911	48
201619218	5907	13
201619209	5925	33
201819250	5894	34
201619234	5869	15
201619234	5900	28
201719202	5862	12
201719241	5844	32
201719213	5905	17
201719203	5850	36
201819214	5892	40
201819250	5914	19
201819205	5901	36
201619211	5936	7
201719247	5912	40
201619239	5850	45
201619209	5869	41
201719210	5940	24
201719245	5874	45
201819210	5872	40
201719203	5905	35
201819244	5896	42
201719216	5868	38
201719218	5888	47
201619235	5878	32
201619226	5856	19
201619208	5867	14
201619209	5941	9
201619209	5941	12
201619240	5864	24
201719218	5846	16
201619221	5911	45
201619245	5912	34
201619244	5894	48
201719204	5898	22
201619239	5874	29
201619249	5851	33
201819219	5901	45
201719222	5867	21
201819220	5938	20
201619216	5887	13
201819209	5869	8
201819246	5892	15
201819211	5890	24
201819228	5877	23
201619216	5872	9
201819246	5871	38
201619215	5911	14
201619219	5872	29
201719204	5894	38
201719202	5915	26
201819250	5936	45
201819217	5929	35
201619208	5881	45
201819237	5937	36
201719250	5844	9
201719223	5888	30
201719223	5846	19
201819241	5911	44
201719222	5920	24
201719216	5938	4
201819239	5889	22
201819202	5889	31
201619208	5927	9
201719229	5904	17
201819209	5928	21
201719220	5904	33
201819209	5896	12
201819231	5905	30
201719209	5893	7
201819227	5901	43
201619224	5939	20
201719243	5864	10
201819204	5888	24
201619208	5919	36
201819236	5859	4
201719217	5913	47
201619234	5869	11
201619226	5940	27
201719230	5870	45
201619238	5943	36
201719222	5852	38
201619229	5936	28
201719246	5868	7
201619242	5878	24
201719218	5923	6
201619241	5910	36
201719213	5861	40
201819216	5890	38
201819222	5880	8
201719227	5896	47
201819208	5913	10
201719207	5861	15
201719213	5909	11
201719240	5887	38
201719221	5906	17
201619228	5910	47
201619249	5866	21
201819217	5915	12
201619223	5896	21
201719240	5937	33
201819233	5894	3
201819225	5849	45
201719215	5880	42
201819240	5900	3
201719220	5918	47
201819203	5876	47
201719235	5879	26
201819242	5930	45
201619232	5879	4
201819221	5856	14
201619232	5890	26
201719231	5933	31
201819233	5913	4
201619246	5896	3
201819249	5940	30
201819208	5937	44
201619228	5922	31
201719224	5922	45
201619239	5856	16
201719236	5870	5
201619245	5893	34
201619241	5909	25
201719219	5917	45
201719237	5908	34
201619208	5906	42
201819211	5880	38
201619212	5870	30
201619249	5920	41
201619239	5857	22
201619212	5900	35
201619206	5844	24
201719235	5849	47
201819230	5852	20
201819216	5859	17
201619230	5896	18
201619203	5897	13
201619246	5871	2
201619210	5864	38
201619228	5917	12
201719234	5876	22
201619222	5876	21
201719239	5886	24
201619228	5905	47
201819203	5844	45
201619245	5879	13
201819239	5910	48
201719222	5924	10
201819220	5926	3
201719220	5933	10
201819238	5908	3
201619241	5853	1
201819222	5905	43
201619222	5919	37
201819230	5913	6
201619240	5937	42
201719210	5908	42
201719234	5899	9
201619224	5895	34
201819221	5857	22
201719221	5887	13
201619204	5848	29
201819218	5873	34
201719249	5853	28
201819246	5849	11
201819234	5882	21
201719242	5850	27
201719244	5917	9
201719244	5934	16
201819232	5938	32
201819245	5864	6
201819239	5930	41
201819229	5867	43
201819240	5875	38
201819242	5866	9
201819240	5894	45
201719244	5892	37
201819223	5917	22
201619240	5863	11
201619242	5857	44
201719230	5882	43
201719235	5874	13
201719238	5884	15
201719209	5846	2
201619241	5864	47
201719250	5934	33
201819218	5882	41
201719235	5940	30
201619220	5938	1
201619236	5934	12
201719231	5847	15
201719221	5865	1
201819233	5866	21
201819217	5896	34
201719218	5869	17
201619248	5910	44
201619247	5905	8
201819243	5933	34
201819226	5856	4
201619250	5893	42
201619234	5924	26
201819239	5897	42
201619212	5941	15
201619241	5887	7
201819209	5871	7
201619219	5877	35
201719250	5876	3
201719238	5889	44
201619242	5902	23
201819221	5941	6
201819202	5941	31
201619235	5939	7
201819241	5867	15
201819232	5847	27
201819210	5845	21
201819246	5877	26
201619230	5928	7
201719222	5924	28
201619246	5877	47
201819229	5926	41
201719229	5857	25
201719207	5886	8
201719233	5880	41
201719249	5915	29
201819240	5856	34
201819234	5925	44
201719236	5847	6
201819237	5931	29
201719249	5907	6
201619231	5875	14
201719248	5891	10
201719240	5941	4
201619245	5902	47
201619217	5940	24
201719237	5872	33
201819230	5897	45
201719224	5906	45
201819239	5939	11
201819242	5936	2
201719214	5898	9
201719247	5924	16
201619216	5927	11
201619206	5901	25
201819244	5848	44
201619210	5899	16
201619248	5892	38
201719243	5893	48
201719240	5854	7
201619229	5937	30
201619214	5874	39
201819209	5934	18
201619226	5934	30
201719238	5870	7
201819240	5894	10
201719219	5922	16
201819217	5942	18
201819222	5889	1
201819219	5898	15
201719235	5906	39
201719249	5943	24
201619246	5865	45
201819244	5913	2
201719209	5937	44
201819220	5912	29
201819227	5932	41
201619227	5928	13
201819248	5908	23
201719233	5881	18
201719201	5861	29
201719226	5874	19
201719239	5928	45
201719245	5862	16
201619217	5870	28
201719223	5848	24
201719208	5852	13
201619243	5887	21
201619224	5911	28
201819233	5864	33
201719237	5894	48
201619217	5875	34
201619248	5865	10
201719238	5892	24
201819219	5886	44
201819218	5860	22
201719240	5917	13
201719215	5922	4
201619201	5868	35
201719227	5911	22
201719224	5930	30
201619204	5912	45
201619207	5940	43
201619223	5892	15
201719237	5930	47
201819232	5927	17
201619230	5859	6
201619214	5897	35
201619216	5848	48
201619250	5871	48
201619229	5849	42
201819215	5850	16
201819245	5857	45
201719231	5864	19
201719232	5940	32
201619239	5930	38
201619202	5889	45
201719203	5934	5
201819220	5866	14
201819235	5851	39
201619223	5932	4
201719233	5934	9
201619244	5850	29
201819241	5899	4
201719225	5917	9
201819201	5845	25
201719209	5902	10
201619227	5911	14
201619243	5937	25
201719207	5893	23
201619244	5851	12
201619245	5844	7
201719202	5881	23
201719238	5871	18
201619215	5855	1
201719239	5936	13
201719239	5891	20
201719230	5933	35
201719201	5903	40
201719209	5932	8
201719230	5883	34
201619230	5930	22
201719214	5872	26
201719226	5934	11
201619240	5926	45
201719223	5850	12
201719208	5929	48
201619236	5928	5
201619206	5869	14
201619210	5883	28
201719247	5910	34
201619214	5912	20
201719235	5867	18
201619232	5844	18
201719230	5936	22
201719240	5875	13
201719237	5894	1
201719225	5916	21
201619239	5881	9
201719205	5887	34
201619211	5899	22
201619213	5881	42
201719223	5855	28
201719209	5932	20
201719206	5927	45
201719228	5855	28
201619242	5921	28
201719201	5886	44
201619202	5853	31
201619213	5939	36
201619220	5911	31
201619203	5873	1
201619219	5857	4
201619244	5938	11
201619231	5919	17
201619221	5878	24
201719223	5926	29
201619243	5866	18
201619225	5923	27
201619225	5849	30
201619233	5896	38
201619238	5853	20
201719208	5926	10
201619236	5909	1
201619247	5917	43
201719201	5871	3
201719209	5909	11
201719223	5928	47
201719232	5885	18
201719230	5936	22
201719203	5871	45
201619209	5919	24
201719230	5905	29
201719207	5919	48
201619222	5844	6
201619203	5889	1
201719213	5922	2
201619215	5858	15
201619228	5915	39
201719222	5888	47
201719229	5904	16
201619232	5888	5
201619229	5898	33
201619234	5857	15
201619246	5890	15
201619249	5943	25
201719214	5897	32
201719224	5940	25
201719221	5872	28
201619228	5937	11
201619225	5941	43
201619205	5900	27
201719233	5846	5
201719239	5880	27
201619201	5874	42
201619250	5906	1
201619222	5859	43
201619227	5871	34
201719239	5911	36
201619215	5906	3
201719208	5877	22
201719220	5935	23
201719247	5844	28
201619225	5924	15
201619207	5911	45
201719234	5904	10
201719242	5869	42
201619228	5939	16
201619219	5872	38
201619242	5885	3
201619228	5918	26
201719218	5929	16
201719238	5884	30
201719217	5864	27
201719249	5884	14
201619242	5926	15
201619234	5934	17
201619250	5904	4
201619250	5869	2
201719248	5858	17
201619245	5916	35
201619235	5892	31
201619244	5930	4
201719232	5918	42
201719203	5942	2
201619238	5893	12
201719206	5871	16
201619214	5869	39
201719213	5869	33
201719244	5919	45
201619228	5892	21
201719204	5854	23
201719222	5853	42
201719209	5933	8
201719217	5930	42
201619207	5860	2
201719239	5850	29
201619223	5925	3
201719239	5903	25
201719213	5885	8
201619238	5871	34
201719217	5888	43
201719220	5936	39
201719204	5933	38
201719241	5845	31
201719215	5928	5
201719217	5854	44
201719247	5862	21
201619232	5850	1
201619218	5909	21
201719234	5908	47
201619229	5928	32
201719237	5859	16
201619228	5937	27
201719217	5870	34
201619222	5893	24
201619214	5900	44
201619226	5896	5
201619203	5916	20
201719219	5935	28
201619235	5917	8
201619229	5879	7
201719220	5930	24
201619234	5907	44
201619242	5910	23
201619227	5928	21
201719222	5883	18
201719219	5858	2
201619201	5884	4
201719238	5888	2
201719212	5865	31
201719228	5902	43
201719217	5909	20
201719215	5876	12
201719224	5920	19
201619213	5887	43
201619233	5915	12
201619250	5896	42
201719238	5886	45
201619218	5848	25
201719232	5930	19
201719246	5937	44
201619238	5936	13
201719206	5890	27
201619221	5922	17
201719237	5887	40
201619226	5907	14
201619222	5871	29
201719238	5845	25
201719217	5880	7
201619209	5924	43
201619213	5854	8
201619220	5935	28
201619219	5897	8
201719205	5864	43
201719245	5864	10
201719227	5893	1
201619233	5872	26
201619224	5926	41
201619222	5920	6
201719208	5891	23
201619248	5860	33
201719220	5866	20
201719221	5870	44
201719226	5910	45
201719250	5931	1
201719239	5917	41
201719235	5894	38
201719212	5885	37
201719248	5844	5
201619247	5902	3
201719214	5844	14
201719225	5936	26
201619224	5935	35
201719213	5872	10
201619211	5938	24
201719226	5942	44
201719246	5930	22
201719225	5908	3
201619209	5898	10
201619246	5864	19
201719242	5862	45
201719225	5893	24
201619203	5854	5
201619245	5925	23
201719205	5912	37
201619202	5867	34
201719219	5875	45
201619237	5848	40
201719217	5861	10
201619241	5919	33
201719224	5937	27
201619203	5872	4
201619226	5844	41
201719215	5878	17
201719229	5916	16
201719223	5890	45
201719232	5871	41
201719213	5943	21
201719227	5853	24
201719226	5922	16
201619239	5939	33
201619210	5844	17
201619250	5898	9
201619211	5866	16
201619205	5928	16
201619208	5912	23
201719240	5849	36
201719236	5889	45
201619246	5909	1
201719247	5851	42
201719213	5879	48
201619242	5873	12
201619205	5848	6
201619218	5883	10
201719234	5928	2
201619242	5881	2
201619241	5905	3
201719215	5928	29
201619217	5867	18
201619217	5898	44
201619212	5857	14
201719242	5849	38
201719222	5940	31
201619219	5877	9
201619219	5878	11
201619214	5931	21
201619214	5894	42
201619244	5941	19
201619236	5914	37
201619235	5883	30
201619209	5859	20
201719234	5908	3
201719241	5890	30
201719241	5878	13
201719245	5874	13
201619207	5845	36
201719229	5852	6
201719222	5941	47
201619202	5848	37
201619217	5910	8
201719228	5937	16
201619222	5924	21
201719219	5866	17
201719214	5918	35
201719227	5923	5
201719227	5934	30
201619240	5855	15
201619225	5939	26
201619245	5860	10
201619218	5871	32
201719232	5880	24
201719205	5849	13
201619245	5933	24
201619250	5853	27
201719203	5869	13
201719215	5867	12
201619249	5856	13
201619228	5936	23
201619224	5882	7
201619222	5943	18
201619206	5889	3
201619250	5914	33
201719224	5931	1
201619208	5902	39
201619210	5930	47
201619248	5920	13
201719235	5907	28
201619209	5941	9
201619236	5910	17
201719227	5856	1
201619237	5889	4
201619212	5899	12
201619237	5929	20
201719238	5867	37
201719237	5871	32
201619209	5896	21
201719207	5866	47
201619242	5898	42
201719221	5935	35
201719248	5853	7
201719207	5859	22
201719209	5893	18
201719217	5940	23
201719220	5917	19
201619250	5844	17
201719232	5854	17
201619235	5869	41
201619239	5894	4
201619231	5880	3
201619235	5924	32
201719234	5908	2
201719221	5897	11
201719228	5858	9
201619204	5855	27
201619227	5869	38
201719243	5931	4
201719218	5920	48
201619203	5889	8
201719218	5887	28
201619244	5907	8
201619243	5856	10
201719211	5924	36
201719213	5866	15
201719220	5894	17
201719209	5864	28
201619208	5925	45
201719205	5900	47
201719239	5904	2
201619208	5885	37
201619204	5902	24
201719243	5859	37
201719238	5897	45
201719232	5900	16
201619244	5926	44
201619244	5851	13
201619216	5882	3
201719216	5919	28
201719208	5932	41
201619217	5914	24
201719214	5910	24
201719223	5929	37
201719212	5925	22
201719248	5900	19
201619208	5887	43
201619234	5867	15
201619208	5939	44
201619205	5925	25
201719208	5896	4
201719210	5878	20
201719238	5881	20
201719221	5862	44
201719241	5847	12
201619203	5901	11
201619209	5863	45
201619247	5943	20
201619244	5891	33
201719230	5871	45
201719228	5934	5
201619207	5919	36
201719209	5908	42
201719223	5882	42
201619242	5937	34
201719221	5895	44
201719246	5890	8
201719208	5934	10
201619248	5934	33
201719229	5914	22
201719219	5870	21
201719206	5885	23
201719236	5919	1
201619218	5851	21
201619205	5892	9
201719250	5857	7
201719203	5859	30
201619246	5859	2
201619237	5863	25
201619225	5925	37
201719231	5914	31
201719212	5913	36
201719210	5919	8
201619227	5933	5
201619212	5877	39
201619241	5871	21
201719227	5906	12
201619236	5847	47
201719244	5845	36
201719249	5918	13
201719216	5891	30
201719223	5938	4
201719248	5928	25
201619230	5941	41
201719216	5943	32
201719210	5846	36
201619219	5864	43
201719214	5905	9
201719232	5943	32
201719248	5938	45
201619240	5920	5
201719244	5871	23
201619237	5850	14
201719249	5909	41
201719224	5912	5
201619234	5874	31
201719249	5907	34
201719247	5922	14
201619205	5855	29
201619238	5860	39
201619220	5850	18
201719221	5901	44
201719216	5866	19
201619232	5930	21
201719237	5898	22
201619216	5905	44
201719209	5863	18
201619217	5901	21
201719247	5886	27
201719237	5844	45
201719204	5929	3
201619245	5905	22
201719246	5870	37
201619206	5851	45
201619228	5873	7
201619230	5933	3
201619233	5935	20
201719209	5861	45
201619220	5854	22
201619206	5888	48
201719220	5939	37
201719202	5903	45
201719248	5867	28
201619241	5871	41
201719241	5868	29
201619213	5869	42
201619215	5918	45
201619220	5919	37
201619222	5889	39
201719234	5928	39
201619234	5905	7
201619203	5876	11
201719213	5887	39
201719239	5853	12
201719224	5867	22
201619225	5916	1
201719231	5900	35
201719206	5911	42
201619209	5886	26
201619217	5862	8
201719213	5891	44
201719205	5873	33
201719241	5913	40
201619223	5942	12
201719248	5872	21
201619226	5851	1
201719212	5922	21
201619238	5862	22
201719204	5849	36
201719225	5848	12
201719248	5851	31
201619208	5941	16
201719227	5933	13
201619201	5850	19
201619237	5906	44
201619210	5867	1
201619225	5899	15
201719244	5848	25
201719248	5923	26
201719249	5885	15
201719225	5847	6
201619215	5899	45
201719211	5924	2
201619201	5928	45
201619235	5883	36
201619240	5881	33
201619249	5851	44
201619235	5924	29
201719226	5872	26
201719209	5889	21
201719227	5934	25
201719211	5902	28
201719225	5886	12
201719204	5850	6
201719241	5917	37
201719250	5927	45
201619238	5929	21
201719221	5921	38
201619229	5905	6
201619228	5849	17
